title,authors,editor
On the Connection between Lp- and Risk Consistency and its Implications on Regularized Kernel Methods,"[{'name': 'Hannes K¨ohler', 'affiliation': ['Department of Mathematics', 'University of Bayreuth', '95440 Bayreuth, Germany']}]", Florence d’Alch´e-Buc
On the Convergence of Projected Alternating Maximization for Equitable and Optimal Transport,"[{'name': 'Minhui Huang', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of California', 'Davis, CA 95616-5270, USA']}, {'name': 'Shiqian Ma', 'affiliation': ['Department of Computational Applied Mathematics and Operations Research', 'Rice University', 'Houston, TX 77005-1827, USA']}, {'name': 'Lifeng Lai', 'affiliation': ['Department of Electrical and Computer Engineering', 'University of California', 'Davis, CA 95616-5270, USA']}]", Suvrit Sra
On the Effect of Initialization  The Scaling Path of 2-Layer Neural Networks,"[{'name': 'Sebastian Neumayer', 'affiliation': ['Biomedical Imaging Group', 'École polytechnique fédérale de Lausanne', 'Lausane, CH-1015, Switzerland']}, {'name': 'Lénaïc Chizat', 'affiliation': ['Chair of Dynamics of Learning Algorithms', 'École polytechnique fédérale de Lausanne', 'Lausane, CH-1015, Switzerland']}, {'name': 'Michael Unser', 'affiliation': ['Biomedical Imaging Group', 'École polytechnique fédérale de Lausanne', 'Lausane, CH-1015, Switzerland']}]", Joan Bruna
On the Eigenvalue Decay Rates of a Class of Neural-Network Related Kernel Functions Defined on General Domains,"[{'name': 'Yicheng Li', 'affiliation': ['Center for Statistical Science, Department of Industrial Engineering', 'Tsinghua University', 'Beijing, 100084, China']}, {'name': 'Zixiong Yu', 'affiliation': ['Yau Mathematical Sciences Center, Department of Mathematical Sciences', 'Tsinghua University', 'Beijing, 100084, China']}, {'name': 'Guhan Chen', 'affiliation': ['Center for Statistical Science, Department of Industrial Engineering', 'Tsinghua University', 'Beijing, 100084, China']}, {'name': 'Qian Lin', 'affiliation': ['Center for Statistical Science, Department of Industrial Engineering', 'Tsinghua University', 'Beijing, 100084, China']}]", Ohad Shamir
On the Generalization of Stochastic Gradient Descent with Momentum,"[{'name': 'Ali Ramezani-Kebrya', 'affiliation': ['Department of Informatics, University of Oslo and Visual Intelligence Centre', 'Integreat, Norwegian Centre for Knowledge-driven Machine Learning', 'Gaustadalléen 23B, Ole-Johan Dahls hus, 0373 Oslo, Norway']}, {'name': 'Kimon Antonakopoulos', 'affiliation': ['Laboratory for Information and Inference Systems (LIONS), EPFL', 'EPFL STI IEL LIONS, Station 11, CH-1015 Lausanne, Switzerland']}, {'name': 'Volkan Cevher', 'affiliation': ['Laboratory for Information and Inference Systems (LIONS), EPFL', 'EPFL STI IEL LIONS, Station 11, CH-1015 Lausanne, Switzerland']}, {'name': 'Ashish Khisti', 'affiliation': ['Department of Electrical and Computer Engineering, University of Toronto', '40 St. George Street, Toronto, ON M5S 2E4, Canada']}, {'name': 'Ben Liang', 'affiliation': ['Department of Electrical and Computer Engineering, University of Toronto', '40 St. George Street, Toronto, ON M5S 2E4, Canada']}]", Francesco Orabona
On the Hyperparameters in Stochastic Gradient Descent with Momentum,"[{'name': 'Bin Shi', 'affiliation': ['Academy of Mathematics and Systems Science', 'Chinese Academy of Sciences', 'Beijing, 100190, China', 'School of Mathematical Science', 'University of Chinese Academy of Sciences', 'Beijing 100049, China']}]", Animashree Anandkumar
On the Learnability of Out-of-distribution Detection,"[{'name': 'Zhen Fang', 'affiliation': ['Australian Artiﬁcial Intelligence Institute', 'University of Technology Sydney', '61 Broadway, Ultimo NSW 2007, Australia']}, {'name': 'Yixuan Li', 'affiliation': ['Department of Computer Sciences', 'The University of Wisconsin Madison', '1210 W Dayton St, Madison, WI 53706, USA']}, {'name': 'Feng Liu', 'affiliation': ['School of Computing and Information Systems', 'The University of Melbourne', '700 Swanston Street, Carlton VIC 3053, Australia']}, {'name': 'Bo Han', 'affiliation': ['Department of Computer Science', 'Hong Kong Baptist University', 'Kowloon Tong, Hong Kong SAR']}, {'name': 'Jie Lu', 'affiliation': ['Australian Artiﬁcial Intelligence Institute', 'University of Technology Sydney', '61 Broadway, Ultimo NSW 2007, Australia']}]", Amos Storkey
On the Optimality of Gaussian Kernel Based Nonparametric Tests against Smooth Alternatives,"[{'name': 'Tong Li', 'affiliation': ['Department of Statistics', 'Columbia University', 'New York, NY 10027, USA']}, {'name': 'Ming Yuan', 'affiliation': ['Department of Statistics', 'Columbia University', 'New York, NY 10027, USA']}]", John Shawe-Taylor
On the Optimality of Misspecified Spectral Algorithms,"[{'name': 'Haobo Zhang', 'affiliation': ['Center for Statistical Science, Department of Industrial Engineering', 'Tsinghua University', 'Beijing, China']}, {'name': 'Yicheng Li', 'affiliation': ['Center for Statistical Science, Department of Industrial Engineering', 'Tsinghua University', 'Beijing, China']}, {'name': 'Qian Lin', 'affiliation': ['Center for Statistical Science, Department of Industrial Engineering', 'Tsinghua University', 'Beijing, China']}]", Kenji Fukumizu
On the Sample Complexity and Metastability of Heavy-tailed Policy Search in Continuous Control,"[{'name': 'Amrit Singh Bedi', 'affiliation': ['Department of Computer Science,', 'University of Central FLorida,', 'Orlando, FL, USA']}, {'name': 'Anjaly Parayil', 'affiliation': ['Microsoft India, Bengaluru']}, {'name': 'Junyu Zhang', 'affiliation': ['Department of Industrial Systems Engineering and Management', 'National University of Singapore', 'Singapore, 119077']}, {'name': 'Mengdi Wang', 'affiliation': ['Department of Electrical Engineering', 'Center for Statistics and Machine Learning', 'Princeton University/Deepmind, Princeton, NJ 08544']}, {'name': 'Alec Koppel', 'affiliation': ['JP Morgan AI Research', '383 Madison Ave, New York, NY 10017']}]", Alexandre Proutiere
Operator learning without the adjoint,"[{'name': 'Nicolas Boull´e', 'affiliation': ['Department of Mathematics', 'Imperial College London', 'London, SW7 2AZ, UK']}, {'name': 'Diana Halikias', 'affiliation': ['Department of Mathematics', 'Cornell University', 'Ithaca, NY 14853, USA']}, {'name': 'Samuel E. Otto', 'affiliation': ['Sibley School of Mechanical and Aerospace Engineering', 'Cornell University', 'Ithaca, NY 14853, USA']}, {'name': 'Alex Townsend', 'affiliation': ['Department of Mathematics', 'Cornell University', 'Ithaca, NY 14853, USA']}]", Mehryar Mohri
Optimal Algorithms for Stochastic Bilevel Optimization under Relaxed Smoothness Conditions,"[{'name': 'Xuxing Chen', 'affiliation': ['Department of Mathematics', 'University of California, Davis']}, {'name': 'Tesi Xiao', 'affiliation': ['Amazon Inc.']}, {'name': 'Krishnakumar Balasubramanian', 'affiliation': ['Department of Statistics', 'University of California, Davis']}]", Mladen Kolar
Optimal Bump Functions for Shallow ReLU networks  Weight Decay  Depth Separation  Curse of Dimensionality,"[{'name': 'Stephan Wojtowytsch', 'affiliation': ['University of Pittsburgh', 'Department of Mathematics', 'Thackeray Hall', 'Pittsburgh, PA 15221, USA']}]", Joan Bruna
Optimal Clustering with Bandit Feedback,"[{'name': 'Junwen Yang', 'affiliation': ['Institute of Operations Research and Analytics', 'National University of Singapore', '117602, Singapore']}, {'name': 'Zixin Zhong', 'affiliation': ['Thrust of Data Science and Analytics', 'Hong Kong University of Science and Technology (Guangzhou)', '511453, Guangzhou, Guangdong, China']}, {'name': 'Vincent Y. F. Tan', 'affiliation': ['Department of Mathematics', 'Department of Electrical and Computer Engineering', 'Institute of Operations Research and Analytics', 'National University of Singapore', '119076, Singapore']}]", Chris Wiggins
Optimal Decision Tree and Adaptive Submodular Ranking with Noisy Outcomes,"[{'name': 'Su Jia', 'affiliation': ['Center of Data Science for Enterprise and Society', 'Cornell University']}, {'name': 'Fatemeh Navidi', 'affiliation': ['Midpoint Markets']}, {'name': 'Viswanath Nagarajan', 'affiliation': ['Industrial & Operations Engineering', 'University of Michigan']}, {'name': 'R. Ravi', 'affiliation': ['Tepper School of Business', 'Carnegie Mellon University']}]", Kevin Jamieson
Optimal First-Order Algorithms as a Function of Inequalities,"[{'name': 'Chanwoo Park', 'affiliation': ['Department of Electrical Engineering and Computer Science', 'Massachusetts Institute of Technology', 'Massachusetts, United States of America']}, {'name': 'Ernest K. Ryu', 'affiliation': ['Department of Mathematical Sciences', 'Interdisciplinary Program in Artiﬁcial Intelligence', 'Seoul National University', 'Seoul, Korea']}]", Martin Jaggi
Optimal Learning Policies for Differential Privacy in Multi-armed Bandits,"[{'name': 'Siwei Wang', 'affiliation': ['Microsoft Research Asia', 'Beijing, China']}, {'name': 'Jun Zhu', 'affiliation': ['Department of Computer Science and Technology, BNRist Center, Tsinghua AI Institute, Tsinghua-', 'Bosch Joint ML Center, Tsinghua University, Beijing, China', 'Pazhou Laboratory (Huangpu), Guangzhou, China']}]", Pradeep Ravikumar
Optimal Locally Private Nonparametric Classification with Public Data,"[{'name': 'Yuheng Ma', 'affiliation': ['School of Statistics', 'Renmin University of China', '100872 Beijing, China']}, {'name': 'Hanfang Yang', 'affiliation': ['Center for Applied Statistics, School of Statistics', 'Renmin University of China', '100872 Beijing, China']}]", Po-Ling Loh
Optimal Scaling for the Proximal Langevin Algorithm in High Dimensions,"[{'name': 'Natesh S. Pillai', 'affiliation': ['Department of Statistics', 'Harvard University', 'MA 02138, USA']}]", Matthew Hoﬀman
Optimal Weighted Random Forests,"[{'name': 'Xinyu Chen', 'affiliation': ['International Institute of Finance', 'School of Management', 'University of Science and Technology of China', 'Hefei, 230026, Anhui, China']}, {'name': 'Dalei Yu', 'affiliation': ['School of Mathematics and Statistics', 'Xi’an Jiaotong University', 'Xi’an, 710049, Shaanxi, China']}, {'name': 'Xinyu Zhang', 'affiliation': ['Academy of Mathematics and Systems Science', 'Chinese Academy of Sciences', 'Beijing, 100190, China', 'International Institute of Finance', 'School of Management', 'University of Science and Technology of China', 'Hefei, 230026, Anhui, China']}]", Mladen Kolar
Optimistic Online Mirror Descent for Bridging Stochastic and Adversarial Online Convex Optimization,"[{'name': 'Sijia Chen', 'affiliation': ['National Key Laboratory for Novel Software Technology, Nanjing University, China']}, {'name': 'Yu-Jie Zhang', 'affiliation': ['The University of Tokyo, Chiba, Japan']}, {'name': 'Wei-Wei Tu', 'affiliation': ['Artiﬁcial Productivity Inc., Beijing, China']}, {'name': 'Peng Zhao', 'affiliation': ['National Key Laboratory for Novel Software Technology, Nanjing University, China', 'School of Artiﬁcial Intelligence, Nanjing University, China']}, {'name': 'Lijun Zhang', 'affiliation': ['National Key Laboratory for Novel Software Technology, Nanjing University, China', 'School of Artiﬁcial Intelligence, Nanjing University, China']}]", Francesco Orabona
Optimization-based Causal Estimation from Heterogeneous Environments,"[{'name': 'Mingzhang Yin', 'affiliation': ['Warrington College of Business', 'University of Florida', 'Gainesville, FL, 32611, USA']}, {'name': 'Yixin Wang', 'affiliation': ['Department of Statistics', 'University of Michigan', 'Ann Arbor, MI, 48109, USA']}, {'name': 'David M. Blei', 'affiliation': ['Department of Computer Science and Department of Statistics', 'Columbia University', 'New York, NY, 10027, USA']}]", Pradeep Ravikumar
Optimizing Noise for f-Differential Privacy via Anti-Concentration and Stochastic Dominance,"[{'name': 'Jordan Awan', 'affiliation': ['Department of Statistics', 'Purdue University', 'West Lafayette, IN 47907, USA']}, {'name': 'Aishwarya Ramasethu', 'affiliation': ['Department of Statistics', 'Purdue University', 'West Lafayette, IN 47907, USA']}]", Pierre Alquier
Overparametrized Multi-layer Neural Networks  Uniform Concentration of Neural Tangent Kernel and Convergence of Stochastic Gradient Descent,"[{'name': 'Jiaming Xu', 'affiliation': ['The Fuqua School of Business', 'Duke University', 'Durham, NC 27708, USA']}, {'name': 'Hanjing Zhu', 'affiliation': ['The Fuqua School of Business', 'Duke University', 'Durham, NC 27708, USA']}]", Joan Bruna
PAMI  An Open-Source Python Library for Pattern Mining,"[{'name': 'R. Uday Kiran', 'affiliation': ['The University of Aizu', 'Aizu-Wakamatsu, Fukushima, 965-8580, Japan']}, {'name': 'P. Veena', 'affiliation': ['The University of Aizu', 'Aizu-Wakamatsu, Fukushima, 965-8580, Japan']}, {'name': 'Masashi Toyoda', 'affiliation': ['Institute of Industrial Science, The University of Tokyo', 'Tokyo, 153-8505, Japan']}, {'name': 'Masaru Kitsuregawa', 'affiliation': ['Research Organization of Information and Systems,', 'Tokyo, 105-0001, Japan,', 'The University of Tokyo,', 'Tokyo, 113-8654, Japan']}]", Sebastian Schelter
PAPAL  A Provable PArticle-based Primal-Dual ALgorithm for Mixed Nash Equilibrium,"[{'name': 'Shihong Ding', 'affiliation': ['Peking University']}, {'name': 'Hanze Dong', 'affiliation': ['Salesforce AI Research']}, {'name': 'Cong Fang', 'affiliation': ['Peking University']}, {'name': 'Zhouchen Lin', 'affiliation': ['Peking University']}, {'name': 'Tong Zhang', 'affiliation': ['University of Illinois Urbana-Champaign']}]", Francesco Orabona
PROMISE  Preconditioned Stochastic Optimization Methods by Incorporating Scalable Curvature Estimates,"[{'name': 'Zachary Frangella', 'affiliation': ['Department of Management Science and Engineering', 'Stanford University']}, {'name': 'Pratik Rathore', 'affiliation': ['Department of Electrical Engineering', 'Stanford University']}, {'name': 'Shipu Zhao', 'affiliation': ['Department of Systems Engineering', 'Cornell University']}, {'name': 'Madeleine Udell', 'affiliation': ['Department of Management Science and Engineering', 'Stanford University']}]", Peter Richtarik
Parallel-in-Time Probabilistic Numerical ODE Solvers,"[{'name': 'Nathanael Bosch', 'affiliation': ['T¨ubingen AI Center, University of T¨ubingen']}, {'name': 'Adrien Corenﬂos', 'affiliation': ['Department of Electrical Engineering and Automation, Aalto University']}, {'name': 'Fatemeh Yaghoobi', 'affiliation': ['Department of Electrical Engineering and Automation, Aalto University']}, {'name': 'Filip Tronarp', 'affiliation': ['Center for Mathematical Sciences, Lund University']}, {'name': 'Philipp Hennig', 'affiliation': ['T¨ubingen AI Center, University of T¨ubingen']}, {'name': 'Simo S¨arkk¨a', 'affiliation': ['Department of Electrical Engineering and Automation, Aalto University']}]", Ryan Adams
Pareto Smoothed Importance Sampling,"[{'name': 'Aki Vehtari', 'affiliation': ['Department of Computer Science', 'Aalto University']}, {'name': 'Daniel Simpson', 'affiliation': ['Normal Computing']}, {'name': 'Andrew Gelman', 'affiliation': ['Departments of Statistics and Political Science', 'Columbia University']}, {'name': 'Yuling Yao', 'affiliation': ['Center for Computational Mathematics', 'Flatiron Institute']}, {'name': 'Jonah Gabry', 'affiliation': ['Department of Statistics', 'Columbia University']}]", Vikash Mansinghka
